Year,Month,Title,Review Text,Rating
2022,July,"You pay $10,000 for a flight on ANY other airline and …","You are on board 45 minutes before takeoff, you are settling in either to do work or to go to sleep because you have precious little time, and you are not besieged with a fully mask policy.  Not here.     And you are suffocating with masks in a stuffy hot waiting area (and on…",2.0
2022,July,No customer service,"Singapore Airlines lost my suitcase for 3 weeks and it was returned to me 3 weeks later, at the end of my holidays. I have been unsuccessfully trying to contact them via emails, feedback forms, phone and there has been no reply. Terrible customer service. I won't be flying with…",1.0
2022,July,Kris Flyer. It took one week to return my call. Missed my flight,"It took a week for the redemption team to return my call. I missed the redemption flight. Keep apologising but did not mean it, coz cannot could not get the flight. No customer care.",1.0
2022,July,No customer care,Singapore rebooked our flight out of Frankfurt departing two hours before our flight from Prague to Frankfurt arrived and then made no effort to get us other flights resulting in us spending over 40 hours waiting at airports and three extra days in European hotels.,1.0
2022,July,LHR to sing economy,"I am 5ft 11, l had 13 hrs of discomfort guy in front reclined so had 12 inches from my eyes to the entertainment screen so l had to recline, l am not fat, table tray touching my stomach, food average at best, wow 1 inch of red wine in plastic cup, can't say a good experience",2.0
2022,July,Impossible to make mixed-class redemption bookings.,"Singapore Airlines (SQ for short) used to have an office in Mumbai, India for many years, located in the Taj Mahal Hotel. It was staffed by a lovely group of people who were pro-active, efficient and courteous. As a frequent flyer in First and Business Class since 2002, I was…",1.0
2022,July,Singapore Airlines abandoned my son,My son missed his connection to Singapore due to a delayed flight from Edinburgh. Singapore Airline staff told him he would need to stay in Frankfurt indefinitely and go to the airport each night at 7pm to try to get on an overbooked flight in the hope that someone would not…,1.0
2022,July,legroom nice but food isn't sufficient and crew doesn't look happy while serving,The flight is nice with respect to legroom and cleanliness. They provide inadequate food in the flight. Even asking an extra butter by another passenger was responded as unavailable. They are highly limited with food and drinks. The crew also don't service happily instead they…,2.0
2022,April,Shocking service,"They damaged my bag (deliberate, forceful opening of bag) and after many months emailing them, they still haven't paid a cent in damages. Business class was such a rip off - felt like it was marginally better than Economy class.",2.0
2022,June,Don't use Norwegian Airlines,Norwegian Airlines lost 2 pièces of luggage 28 days ago. They found them 26 days ago but we have little hope of never seeing them again. You can't call them and they don't answer emails.  Their so call online tracing and update system is a joke. We have subsequently discovered…,1.0
2022,July,"Cancellation, lack of communication and left to just deal with it.","SA cancelled my flight the morning of, pushed me back 24 hours, pandemonium at Manchester airport as no one knew what was going on, the airport did not want to check my baggage as the flight tickets were for the previous day.  Complete lack of communication, explanation or even…",2.0
2022,May,Appalling.,Singapore airlines lost all our luggage and will not respond to our claim. We ave been trying endlessly to get in touch with someone but every phone call seems like a phone call to a Telco sales person and is absolutely useless.  Shocking experience and do not recommend…,1.0
2022,April,My experience with Singapore Airlines.,"Attempted to check in to my flight SQ224 on 30/04/2022 for my flight to Bangkok, I was informed by the check in staff that I was going to be denied boarding because I did not have a pre departure PCR test. I had extensively checked the details on both SIA and Thai Embassy…",1.0
2022,July,"Gaura Travel Agency, Melbourne, Australia does not do justice to the the standard that Singapore Airlines upholds","Scoot Airlines, partnered by SA is not a quality service Airliner, they make money off you on board.",1.0
2022,July,NOT ANYWHERE FRE COVID VALUE,"We were very disappointed in the level of service, the food, the lack of comfort kits etc. Obviously SA are trying to recover lost profit. The crew are always excellent and this has not changed. Be aware they use Canadian Air lounge in CDG  Paris which is a long way from the…",3.0
2022,July,Did not receive my e-ticket,"I am very annoyed. I booked my flights and never received the eticket, despite the money being taken out of my account immediately. Then I had to spend an hour and a half on the phone to obtain my ticket and it was clear they had just made an error by not sending the ticket.…",2.0
